,symbol,sm_name,desc,an_dt,t_date,open,adj_close,intraday_return
59,TATAMETALI,Tata Metaliks Limited,Record Date,2024-01-24 19:44:32,2024-01-25 19:44:32,1067.7,1047.55,-1.8872342418282373
60,INDOTHAI,Indo Thai Securities Limited,Record Date,2024-01-24 19:02:57,2024-01-25 19:02:57,304.4,297.15,-2.3817345597897503
61,BOSCHLTD,Bosch Limited,Record Date,2024-01-24 18:26:11,2024-01-25 18:26:11,22508.8,22779.3,1.201752203582599
62,VIPIND,VIP Industries Limited,Record Date,2024-01-24 18:05:26,2024-01-25 18:05:26,559.5,552.97,-1.1671134941912373
63,ENGINERSIN,Engineers India Limited,Record Date,2024-01-24 18:01:22,2024-01-25 18:01:22,235.0,232.55,-1.0425531914893569
64,MOIL,MOIL Limited,Record Date,2024-01-24 17:49:35,2024-01-25 17:49:35,327.45,340.95,4.122766834631242
65,CONCOR,Container Corporation of India Limited,Record Date,2024-01-24 17:48:58,2024-01-25 17:48:58,844.0,825.11,-2.238151658767771
66,AARTIDRUGS,Aarti Drugs Limited,Record Date,2024-01-24 16:14:17,2024-01-25 16:14:17,520.0,503.58,-3.1576923076923107
67,MOTILALOFS,Motilal Oswal Financial Services Limited,Record Date,2024-01-24 15:22:44,2024-01-25 15:22:44,1750.0,1718.22,-1.8159999999999985
69,TANLA,Tanla Platforms Limited,Record Date,2024-01-23 18:12:13,2024-01-24 18:12:13,1101.0,1043.2,-5.249772933696636
70,MGL,Mahanagar Gas Limited,Record Date,2024-01-23 17:43:43,2024-01-24 17:43:43,1336.2,1334.92,-0.09579404280796083
71,STYRENIX,Styrenix Performance Materials Limited,Record Date,2024-01-23 17:16:08,2024-01-24 17:16:08,1499.95,1508.65,0.5800193339778023
72,SONACOMS,Sona BLW Precision Forgings Limited,Record Date,2024-01-23 15:48:03,2024-01-24 15:48:03,599.0,584.28,-2.4574290484140278
73,TCI,Transport Corporation of India Limited,Record Date,2024-01-23 15:44:57,2024-01-24 15:44:57,840.0,861.9,2.6071428571428545
74,ROUTE,ROUTE MOBILE LIMITED,Record Date,2024-01-23 15:43:11,2024-01-24 15:43:11,1601.05,1562.35,-2.417163736298057
78,CONTROLPR,Control Print Limited,Record Date,2024-01-22 18:26:31,2024-01-23 18:26:31,1020.0,962.33,-5.653921568627448
79,MRPL,Mangalore Refinery and Petrochemicals Limited,Record Date,2024-01-22 17:48:55,2024-01-23 17:48:55,169.8,169.94,0.08244994110717688
80,OBEROIRLTY,Oberoi Realty Limited,Record Date,2024-01-22 17:32:46,2024-01-23 17:32:46,1445.0,1367.65,-5.352941176470582
81,SHRIRAMFIN,Shriram Finance Limited,Record Date,2024-01-22 17:32:10,2024-01-23 17:32:10,2287.05,2269.83,-0.752935003607278
82,SANDUMA,Sandur Manganese & Iron Ores Limited,Record Date,2024-01-22 17:17:43,2024-01-23 17:17:43,543.0,513.98,-5.344383057090236
83,SRF,SRF Limited,Record Date,2024-01-22 16:08:42,2024-01-23 16:08:42,2294.95,2250.5,-1.9368613695287402
84,COFORGE,Coforge Limited,Record Date,2024-01-22 15:52:36,2024-01-23 15:52:36,6398.0,6183.26,-3.356361362925911
86,KKCL,Kewal Kiran Clothing Limited,Record Date,2024-01-20 18:30:25,2024-01-21 18:30:25,763.9,761.91,-0.2605053017410668
87,GILLETTE,Gillette India Limited,Record Date,2024-01-19 23:01:19,2024-01-20 23:01:19,6632.85,6485.0,-2.229056891080009
88,PGHH,Procter & Gamble Hygiene and Health Care Limited,Record Date,2024-01-19 22:41:55,2024-01-20 22:41:55,17350.0,17048.15,-1.7397694524495593
89,WENDT,Wendt (India) Limited,Record Date,2024-01-19 19:12:50,2024-01-20 19:12:50,13750.0,12839.06,-6.625018181818186
90,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Record Date,2024-01-19 17:25:39,2024-01-20 17:25:39,41.5,41.5,0.0
91,CESC,CESC Limited,Record Date,2024-01-19 17:12:15,2024-01-20 17:12:15,143.65,139.13,-3.1465367211973616
92,NTPC,NTPC Limited,Record Date,2024-01-19 15:45:08,2024-01-20 15:45:08,308.45,306.39,-0.6678554060625717
93,MAGNUM,Magnum Ventures Limited,Record Date,2024-01-18 19:01:28,2024-01-19 19:01:28,70.32,70.61,0.41240045506258005
94,SALASAR,Salasar Techno Engineering Limited,Record Date,2024-01-18 18:37:53,2024-01-19 18:37:53,14.8,15.86,7.162162162162153
95,METROBRAND,Metro Brands Limited,Record Date,2024-01-18 18:14:31,2024-01-19 18:14:31,1150.0,1162.87,1.1191304347825992
96,360ONE,360 ONE WAM LIMITED,Record Date,2024-01-18 17:41:54,2024-01-19 17:41:54,650.0,624.26,-3.9600000000000013
97,GAIL,GAIL (India) Limited,Record Date,2024-01-18 17:17:42,2024-01-19 17:17:42,165.05,163.2,-1.120872462890047
98,GATEWAY,Gateway Distriparks Limited,Record Date,2024-01-18 16:42:02,2024-01-19 16:42:02,110.9,110.25,-0.5861136158701584
99,KSOLVES,Ksolves India Limited,Record Date,2024-01-18 16:25:48,2024-01-19 16:25:48,1425.05,1347.95,-5.410336479421768
100,POONAWALLA,Poonawalla Fincorp Limited,Record Date,2024-01-18 15:52:14,2024-01-19 15:52:14,509.9,501.53,-1.6414983330064727
105,IEX,Indian Energy Exchange Limited,Record Date,2024-01-17 18:42:02,2024-01-18 18:42:02,145.1,136.26,-6.092350103376984
106,NAGREEKEXP,Nagreeka Exports Limited,Record Date,2024-01-17 18:24:32,2024-01-18 18:24:32,71.25,71.25,0.0
107,BALKRISIND,Balkrishna Industries Limited,Record Date,2024-01-17 18:11:58,2024-01-18 18:11:58,2555.0,2558.24,0.12681017612523607
108,RITES,RITES Limited,Record Date,2024-01-17 16:37:12,2024-01-18 16:37:12,531.1,520.3,-2.033515345509333
109,KANANIIND,Kanani Industries Limited,Record Date,2024-01-17 15:32:47,2024-01-18 15:32:47,4.15,4.15,0.0
111,KPIGREEN,KPI Green Energy Limited,Record Date,2024-01-16 20:20:53,2024-01-17 20:20:53,1421.0,1424.45,0.24278676988036915
112,ROUTE,ROUTE MOBILE LIMITED,Record Date,2024-01-16 19:29:48,2024-01-17 19:29:48,1635.5,1621.84,-0.8352185875878986
113,PURVA,Puravankara Limited,Record Date,2024-01-16 18:11:40,2024-01-17 18:11:40,223.3,215.92,-3.304970891177798
114,IRB,IRB Infrastructure Developers Limited,Record Date,2024-01-16 17:47:59,2024-01-17 17:47:59,45.75,45.43,-0.699453551912569
115,ADROITINFO,Adroit Infotech Limited,Record Date,2024-01-16 17:41:30,2024-01-17 17:41:30,20.53,21.13,2.922552362396482
116,GOACARBON,Goa Carbon Limited,Record Date,2024-01-16 17:29:36,2024-01-17 17:29:36,624.85,711.84,13.921741217892293
117,TIPSINDLTD,TIPS Industries Limited,Record Date,2024-01-16 16:35:37,2024-01-17 16:35:37,384.0,385.57,0.4088541666666649
120,CAREERP,Career Point Limited,Record Date,2024-01-15 22:26:06,2024-01-16 22:26:06,236.45,227.45,-3.8063015436667373
121,PERSISTENT,Persistent Systems Limited,Record Date,2024-01-15 20:31:32,2024-01-16 20:31:32,7699.9,7591.17,-1.4120962609903969
122,ANGELONE,Angel One Limited,Record Date,2024-01-15 17:54:09,2024-01-16 17:54:09,3500.0,3317.23,-5.222
123,SUNPHARMA,Sun Pharmaceutical Industries Limited,Record Date,2024-01-15 15:43:26,2024-01-16 15:43:26,1330.05,1313.45,-1.2480733806999669
126,KDDL,KDDL Limited,Record Date,2024-01-13 22:49:27,2024-01-14 22:49:27,2804.85,2753.03,-1.8475141273151758
127,MASTEK,Mastek Limited,Record Date,2024-01-12 18:48:11,2024-01-13 18:48:11,2902.0,2891.46,-0.3631977946243957
128,RADIOCITY,Music Broadcast Limited,Record Date,2024-01-12 17:54:32,2024-01-13 17:54:32,20.75,21.25,2.4096385542168677
129,SABTN,Sri Adhikari Brothers Television Network Limited,Record Date,2024-01-12 17:54:25,2024-01-13 17:54:25,345.0,345.0,0.0
130,HCLTECH,HCL Technologies Limited,Record Date,2024-01-12 17:53:23,2024-01-13 17:53:23,1610.0,1564.04,-2.85465838509317
131,CLEAN,Clean Science and Technology Limited,Record Date,2024-01-12 17:17:22,2024-01-13 17:17:22,1522.6,1522.6,0.0
132,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Record Date,2024-01-12 16:04:58,2024-01-13 16:04:58,156.26,156.26,0.0
133,WIPRO,Wipro Limited,Record Date,2024-01-12 15:42:06,2024-01-13 15:42:06,511.95,493.55,-3.594100986424451
135,360ONE,360 ONE WAM LIMITED,Record Date,2024-01-11 21:26:02,2024-01-12 21:26:02,679.2,664.92,-2.1024734982332283
136,ZENSARTECH,Zensar Technologies Limited,Record Date,2024-01-11 16:36:05,2024-01-12 16:36:05,569.0,567.74,-0.22144112478031475
138,ACCELYA,Accelya Solutions India Limited,Record Date,2024-01-10 17:37:04,2024-01-11 17:37:04,1540.4,1539.84,-0.036354193715929156
139,IIFL,IIFL Finance Limited,Record Date,2024-01-10 16:26:17,2024-01-11 16:26:17,630.0,649.38,3.0761904761904755
141,RHL,Robust Hotels Limited,Record Date,2024-01-09 18:54:43,2024-01-10 18:54:43,155.35,154.7,-0.4184100418410079
143,VAIBHAVGBL,Vaibhav Global Limited,Record Date,2024-01-08 18:18:31,2024-01-09 18:18:31,410.45,398.14,-2.9991472773784875
148,GRASIM,Grasim Industries Limited,Record Date,2024-01-04 19:00:56,2024-01-05 19:00:56,2089.69,2071.26,-0.8819489972196755
149,DHAMPURSUG,Dhampur Sugar Mills Limited,Record Date,2024-01-03 17:44:03,2024-01-04 17:44:03,269.5,270.15,0.24118738404451848
152,ESSENTIA,Integra Essentia Limited,Record Date,2023-12-31 16:40:10,2024-01-01 16:40:10,3.6,3.7,2.7777777777777803
153,ESSENTIA,Integra Essentia Limited,Record Date,2023-12-31 16:34:53,2024-01-01 16:34:53,3.6,3.7,2.7777777777777803
155,TCS,Tata Consultancy Services Limited,Record Date,2023-12-29 16:26:25,2023-12-30 16:26:25,3790.0,3793.52,0.09287598944590982
156,SHREECEM,SHREE CEMENT LIMITED,Record Date,2023-12-28 19:18:33,2023-12-29 19:18:33,28700.0,28602.35,-0.34024390243902947
157,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Record Date,2023-12-28 17:40:41,2023-12-29 17:40:41,1053.95,1086.8,3.11684615019687
158,TATACOFFEE,Tata Coffee Limited,Record Date,2023-12-28 17:29:20,2023-12-29 17:29:20,0.0,0.0,0.0
160,AKSHAR,Akshar Spintex Limited,Record Date,2023-12-22 18:25:36,2023-12-23 18:25:36,5.6,5.0879,-9.144642857142847
162,ANGELONE,Angel One Limited,Record Date,2023-12-21 18:24:41,2023-12-22 18:24:41,3282.5,3279.82,-0.08164508758567665
163,ALLCARGO,Allcargo Logistics Limited,Record Date,2023-12-20 17:46:01,2023-12-21 17:46:01,68.29,71.24,4.319812564065
164,KSOLVES,Ksolves India Limited,Record Date,2023-12-19 18:06:58,2023-12-20 18:06:58,1170.0,1131.92,-3.2547008547008485
165,NESTLEIND,Nestle India Limited,Record Date,2023-12-18 17:38:40,2023-12-19 17:38:40,24569.8,25489.7,3.7440272204088005
167,HCLTECH,HCL Technologies Limited,Record Date,2023-12-15 17:57:40,2023-12-16 17:57:40,1489.85,1481.42,-0.5658287747088524
168,COCHINSHIP,Cochin Shipyard Limited,Record Date,2023-12-14 15:58:00,2023-12-15 15:58:00,627.95,628.95,0.1592483477983916
170,VEDL,Vedanta Limited,Record Date,2023-12-13 21:46:09,2023-12-14 21:46:09,255.8,243.95,-4.632525410476944
171,AXITA,Axita Cotton Limited,Record Date,2023-12-12 18:14:47,2023-12-13 18:14:47,30.3,24.56,-18.943894389438952
172,RMCL,Radha Madhav Corporation Limited,Record Date,2023-12-12 17:52:17,2023-12-13 17:52:17,190.0,190.0,0.0
173,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Record Date,2023-12-12 15:43:34,2023-12-13 15:43:34,935.0,935.0,0.0
177,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Record Date,2023-12-09 18:29:05,2023-12-10 18:29:05,49.15,49.15,0.0
178,KRITIKA,Kritika Wires Limited,Record Date,2023-12-07 16:01:57,2023-12-08 16:01:57,8.7,8.7,0.0
179,RSSOFTWARE,R. S. Software (India) Limited,Record Date,2023-12-06 16:05:57,2023-12-07 16:05:57,59.3,63.0,6.239460370994946
180,SOMANYCERA,Somany Ceramics Limited,Record Date,2023-12-05 19:05:37,2023-12-06 19:05:37,703.0,722.35,2.752489331436703
185,SIS,SIS LIMITED,Record Date,2023-11-30 20:50:08,2023-12-01 20:50:08,483.0,468.7,-2.9606625258799197
186,TEMBO,Tembo Global Industries Limited,Record Date,2023-11-30 18:25:12,2023-12-01 18:25:12,238.95,236.55,-1.0043942247331983
187,SONATSOFTW,Sonata Software Limited,Record Date,2023-11-30 16:18:04,2023-12-01 16:18:04,696.0,684.42,-1.6637931034482818
189,SAFARI,Safari Industries (India) Limited,Record Date,2023-11-29 17:35:16,2023-11-30 17:35:16,2224.5,2213.93,-0.47516295796809005
192,CANFINHOME,Can Fin Homes Limited,Record Date,2023-11-25 17:37:12,2023-11-26 17:37:12,753.65,753.95,0.03980627612287776
193,RCF,Rashtriya Chemicals and Fertilizers Limited,Record Date,2023-11-24 17:43:58,2023-11-25 17:43:58,124.3,124.54,0.193081255028165
194,KAYNES,Kaynes Technology India Limited,Record Date,2023-11-23 17:06:59,2023-11-24 17:06:59,2449.65,2450.15,0.020411079133753802
196,CANFINHOME,Can Fin Homes Limited,Record Date,2023-11-21 17:04:25,2023-11-22 17:04:25,780.0,764.43,-1.9961538461538526
197,DCXINDIA,DCX Systems Limited,Record Date,2023-11-20 19:22:37,2023-11-21 19:22:37,320.0,363.4,13.562499999999995
198,TDPOWERSYS,TD Power Systems Limited,Record Date,2023-11-16 16:53:33,2023-11-17 16:53:33,277.0,267.12,-3.5667870036101066
200,TCS,Tata Consultancy Services Limited,Record Date,2023-11-15 21:26:11,2023-11-16 21:26:11,3430.05,3481.72,1.5063920351015179
203,EMSLIMITED,EMS Limited,Record Date,2023-11-14 15:38:11,2023-11-15 15:38:11,417.45,416.54,-0.21799017846447916
205,MANAPPURAM,Manappuram Finance Limited,Record Date,2023-11-13 15:20:59,2023-11-14 15:20:59,153.5,149.66,-2.5016286644951164
207,AMRUTANJAN,Amrutanjan Health Care Limited,Record Date,2023-11-10 21:42:41,2023-11-11 21:42:41,604.0,591.57,-2.0579470198675414
209,UNIPARTS,Uniparts India Limited,Record Date,2023-11-09 20:48:48,2023-11-10 20:48:48,552.0,531.57,-3.70108695652173
212,CAREERP,Career Point Limited,Record Date,2023-11-08 22:30:38,2023-11-09 22:30:38,225.1,218.33,-3.0075521990226486
213,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Record Date,2023-11-08 21:15:20,2023-11-09 21:15:20,669.0,676.0,1.046337817638266
214,PGIL,Pearl Global Industries Limited,Record Date,2023-11-08 20:45:57,2023-11-09 20:45:57,1355.05,1293.34,-4.554075495369178
215,PFC,Power Finance Corporation Limited,Record Date,2023-11-08 19:42:33,2023-11-09 19:42:33,267.0,273.41,2.400749063670421
216,INGERRAND,Ingersoll Rand (India) Limited,Record Date,2023-11-08 17:00:22,2023-11-09 17:00:22,2965.05,2925.42,-1.3365710527647126
217,SUNTV,Sun TV Network Limited,Record Date,2023-11-08 16:30:07,2023-11-09 16:30:07,659.1,651.08,-1.2168108026096163
218,EPL,EPL Limited,Record Date,2023-11-08 16:19:16,2023-11-09 16:19:16,203.0,191.89,-5.472906403940893
219,OIL,Oil India Limited,Record Date,2023-11-08 16:17:34,2023-11-09 16:17:34,306.45,298.86,-2.476749877630927
220,GPTINFRA,GPT Infraprojects Limited,Record Date,2023-11-08 15:21:01,2023-11-09 15:21:01,121.25,120.34,-0.750515463917523
225,BALRAMCHIN,Balrampur Chini Mills Limited,Record Date,2023-11-07 16:36:16,2023-11-08 16:36:16,439.4,427.1,-2.7992717341829665
226,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Record Date,2023-11-07 16:15:45,2023-11-08 16:15:45,690.0,674.41,-2.2594202898550773
232,ONGC,Oil & Natural Gas Corporation Limited,Record Date,2023-11-06 19:58:58,2023-11-07 19:58:58,193.4,187.59,-3.0041365046535686
233,MANINFRA,Man Infraconstruction Limited,Record Date,2023-11-06 17:32:51,2023-11-07 17:32:51,142.15,140.3,-1.3014421385859967
234,CANFINHOME,Can Fin Homes Limited,Record Date,2023-11-06 17:26:15,2023-11-07 17:26:15,775.1,754.55,-2.6512708037672645
235,JAMNAAUTO,Jamna Auto Industries Limited,Record Date,2023-11-06 15:58:59,2023-11-07 15:58:59,116.0,113.17,-2.439655172413792
237,METROPOLIS,Metropolis Healthcare Limited,Record Date,2023-11-04 18:44:56,2023-11-05 18:44:56,1459.05,1567.64,7.442513964565995
238,ATALREAL,Atal Realtech Limited,Record Date,2023-11-04 17:38:09,2023-11-05 17:38:09,13.14,13.29,1.1415525114155143
239,CIGNITITEC,Cigniti Technologies Limited,Record Date,2023-11-04 15:59:01,2023-11-05 15:59:01,1099.0,1118.28,1.7543221110100067
240,IMFA,Indian Metals & Ferro Alloys Limited,Record Date,2023-11-04 15:54:36,2023-11-05 15:54:36,439.0,429.22,-2.2277904328018163
242,SUNDRMFAST,Sundram Fasteners Limited,Record Date,2023-11-03 21:14:43,2023-11-04 21:14:43,1280.0,1277.7,-0.17968749999999645
243,AXITA,Axita Cotton Limited,Record Date,2023-11-03 20:25:31,2023-11-04 20:25:31,23.33,21.39,-8.31547363909129
244,MSTCLTD,Mstc Limited,Record Date,2023-11-03 18:57:08,2023-11-04 18:57:08,449.05,431.48,-3.9127045985970366
245,MCDOWELL-N,United Spirits Limited,Record Date,2023-11-03 17:54:20,2023-11-04 17:54:20,1075.0,1066.24,-0.8148837209302318
246,TATASTLLP,Tata Steel Long Products Limited,Record Date,2023-11-03 17:34:41,2023-11-04 17:34:41,0.0,0.0,0.0
248,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Record Date,2023-11-02 19:45:11,2023-11-03 19:45:11,287.3,282.61,-1.6324399582318125
249,CROWN,Crown Lifters Limited,Record Date,2023-11-02 18:41:36,2023-11-03 18:41:36,68.25,67.89,-0.5274725274725266
250,360ONE,360 ONE WAM LIMITED,Record Date,2023-11-02 18:03:05,2023-11-03 18:03:05,539.2,523.44,-2.9228486646884253
251,CONCOR,Container Corporation of India Limited,Record Date,2023-11-02 17:55:07,2023-11-03 17:55:07,701.9,707.88,0.8519732155577744
252,IRFC,Indian Railway Finance Corporation Limited,Record Date,2023-11-02 17:47:08,2023-11-03 17:47:08,72.7,71.38,-1.8156808803301339
253,VIDHIING,Vidhi Specialty Food Ingredients Limited,Record Date,2023-11-02 16:39:57,2023-11-03 16:39:57,424.7,421.51,-0.7511184365434419
256,PPAP,PPAP Automotive Limited,Record Date,2023-11-01 23:47:36,2023-11-02 23:47:36,237.9,233.55,-1.8284993694829736
257,PDSL,PDS Limited,Record Date,2023-11-01 21:01:28,2023-11-02 21:01:28,594.0,578.13,-2.6717171717171726
258,STEELCAS,Steelcast Limited,Record Date,2023-11-01 20:17:51,2023-11-02 20:17:51,625.0,624.59,-0.06559999999999491
259,GODREJCP,Godrej Consumer Products Limited,Record Date,2023-11-01 16:50:26,2023-11-02 16:50:26,1002.05,986.27,-1.5747717179781422
260,IGL,Indraprastha Gas Limited,Record Date,2023-11-01 15:21:17,2023-11-02 15:21:17,384.75,385.88,0.29369720597790655
262,ADFFOODS,ADF Foods Limited,Record Date,2023-10-31 21:48:12,2023-11-01 21:48:12,236.0,222.57,-5.690677966101698
263,CRISIL,CRISIL Limited,Record Date,2023-10-31 20:58:48,2023-11-01 20:58:48,4097.05,4151.77,1.335595123320444
264,CARERATING,CARE Ratings Limited,Record Date,2023-10-31 19:25:02,2023-11-01 19:25:02,900.0,844.85,-6.1277777777777755
265,ARE&M,Amara Raja Energy & Mobility Limited,Record Date,2023-10-31 18:21:05,2023-11-01 18:21:05,628.0,613.2,-2.356687898089165
266,NAVINFLUOR,Navin Fluorine International Limited,Record Date,2023-10-31 17:09:07,2023-11-01 17:09:07,3390.0,3476.85,2.5619469026548645
270,PETRONET,Petronet LNG Limited,Record Date,2023-10-30 20:15:34,2023-10-31 20:15:34,199.25,192.62,-3.3274780426599726
271,TIDEWATER,Tide Water Oil Company (India) Limited,Record Date,2023-10-30 17:57:01,2023-10-31 17:57:01,1131.15,1143.87,1.124519294523255
272,GMMPFAUDLR,GMM Pfaudler Limited,Record Date,2023-10-30 16:17:59,2023-10-31 16:17:59,1750.0,1733.97,-0.9159999999999985
275,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Record Date,2023-10-29 20:18:57,2023-10-30 20:18:57,1429.45,1488.65,4.141453006401067
276,EMAMILTD,Emami Limited,Record Date,2023-10-28 17:57:40,2023-10-29 17:57:40,504.85,503.82,-0.20402099633555107
277,STYLAMIND,Stylam Industries Limited,Record Date,2023-10-28 17:00:12,2023-10-29 17:00:12,1655.0,1700.67,2.7595166163142038
278,RRKABEL,R R Kabel Limited,Record Date,2023-10-27 20:13:59,2023-10-28 20:13:59,1355.45,1342.96,-0.9214651960603496
279,OBEROIRLTY,Oberoi Realty Limited,Record Date,2023-10-27 19:50:15,2023-10-28 19:50:15,1109.95,1113.95,0.36037659354024953
280,GESHIP,The Great Eastern Shipping Company Limited,Record Date,2023-10-27 19:42:31,2023-10-28 19:42:31,801.0,791.28,-1.2134831460674191
281,SATINDLTD,Sat Industries Limited,Record Date,2023-10-27 18:58:17,2023-10-28 18:58:17,88.35,88.81,0.5206564799094601
282,SPLPETRO,Supreme Petrochem Limited,Record Date,2023-10-27 18:23:02,2023-10-28 18:23:02,574.0,571.77,-0.38850174216028194
283,IRB,IRB Infrastructure Developers Limited,Record Date,2023-10-27 18:02:42,2023-10-28 18:02:42,33.9,34.05,0.4424778761061905
284,DPWIRES,D P Wires Limited,Record Date,2023-10-27 17:20:38,2023-10-28 17:20:38,659.95,652.15,-1.1819077202818498
285,MKPL,M K Proteins Limited,Record Date,2023-10-27 15:58:33,2023-10-28 15:58:33,84.7,81.43,-3.860684769775674
287,SHRIRAMFIN,Shriram Finance Limited,Record Date,2023-10-26 19:33:59,2023-10-27 19:33:59,1851.0,1907.85,3.0713128038897843
288,VENUSPIPES,Venus Pipes & Tubes Limited,Record Date,2023-10-26 18:52:34,2023-10-27 18:52:34,1350.0,1394.86,3.3229629629629556
289,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Record Date,2023-10-26 18:46:13,2023-10-27 18:46:13,649.9,656.92,1.0801661794122146
293,SONATSOFTW,Sonata Software Limited,Record Date,2023-10-25 17:01:34,2023-10-26 17:01:34,541.53,561.26,3.643380791461234
294,IPCALAB,IPCA Laboratories Limited,Record Date,2023-10-25 16:30:56,2023-10-26 16:30:56,998.0,977.93,-2.011022044088181
295,SAFARI,Safari Industries (India) Limited,Record Date,2023-10-25 16:25:45,2023-10-26 16:25:45,1940.97,1942.94,0.10149564393061342
299,BIGBLOC,Bigbloc Construction Limited,Record Date,2023-10-23 18:17:44,2023-10-24 18:17:44,157.8,150.68,-4.5120405576679365
300,GABRIEL,Gabriel India Limited,Record Date,2023-10-23 17:38:37,2023-10-24 17:38:37,324.7,313.16,-3.554049892208181
301,360ONE,360 ONE WAM LIMITED,Record Date,2023-10-23 16:03:37,2023-10-24 16:03:37,532.05,519.75,-2.3118127995489064
304,MRF,MRF Limited,Record Date,2023-10-21 18:55:22,2023-10-22 18:55:22,109350.0,108974.39,-0.3434933699131235
307,TECHM,Tech Mahindra Limited,Record Date,2023-10-20 20:08:45,2023-10-21 20:08:45,1164.1,1143.62,-1.7592990292930177
308,UJAAS,Ujaas Energy Limited,Record Date,2023-10-20 17:56:33,2023-10-21 17:56:33,1666.67,1600.0,-4.000191999616005
309,IRB,IRB Infrastructure Developers Limited,Record Date,2023-10-20 17:43:26,2023-10-21 17:43:26,35.5,31.91,-10.112676056338028
310,ROUTE,ROUTE MOBILE LIMITED,Record Date,2023-10-20 16:32:57,2023-10-21 16:32:57,1569.95,1552.14,-1.134431032835437
311,ESABINDIA,Esab India Limited,Record Date,2023-10-20 16:20:45,2023-10-21 16:20:45,5591.95,5473.64,-2.1157199188118545
312,LAURUSLABS,Laurus Labs Limited,Record Date,2023-10-20 15:20:04,2023-10-21 15:20:04,388.0,361.59,-6.806701030927842
314,NTPC,NTPC Limited,Record Date,2023-10-19 18:21:00,2023-10-20 18:21:00,238.95,237.1,-0.7742205482318453
315,CYIENT,Cyient Limited,Record Date,2023-10-19 16:33:41,2023-10-20 16:33:41,1797.0,1683.29,-6.327768503060659
316,HINDUNILVR,Hindustan Unilever Limited,Record Date,2023-10-19 16:19:32,2023-10-20 16:19:32,2520.0,2476.98,-1.7071428571428564
317,SUPREMEIND,Supreme Industries Limited,Record Date,2023-10-19 15:24:52,2023-10-20 15:24:52,4637.0,4705.33,1.4735820573646738
319,COFORGE,Coforge Limited,Record Date,2023-10-19 07:32:08,2023-10-19 07:32:08,5050.3,5074.44,0.4779914064510904
320,ICICIGI,ICICI Lombard General Insurance Company Limited,Record Date,2023-10-18 19:36:16,2023-10-19 19:36:16,1370.8,1366.64,-0.3034724248613842
321,ALLSEC,Allsec Technologies Limited,Record Date,2023-10-18 19:14:49,2023-10-19 19:14:49,625.0,596.31,-4.590400000000009
322,RAILTEL,Railtel Corporation Of India Limited,Record Date,2023-10-18 19:07:28,2023-10-19 19:07:28,231.5,232.05,0.23758099352052328
323,VAIBHAVGBL,Vaibhav Global Limited,Record Date,2023-10-18 17:52:15,2023-10-19 17:52:15,430.45,433.99,0.8223951678476061
324,MPSLTD,MPS Limited,Record Date,2023-10-18 17:51:34,2023-10-19 17:51:34,1740.0,1691.17,-2.8063218390804554
325,COALINDIA,Coal India Limited,Record Date,2023-10-18 16:20:29,2023-10-19 16:20:29,315.3,300.99,-4.538534728829687
326,SHAREINDIA,Share India Securities Limited,Record Date,2023-10-18 15:46:20,2023-10-19 15:46:20,1461.0,1448.23,-0.8740588637919221
327,SYMPHONY,Symphony Limited,Record Date,2023-10-18 15:41:07,2023-10-19 15:41:07,837.0,847.68,1.2759856630824313
330,HAPPSTMNDS,Happiest Minds Technologies Limited,Record Date,2023-10-17 23:07:36,2023-10-18 23:07:36,840.0,834.09,-0.7035714285714247
331,MARICO,Marico Limited,Record Date,2023-10-17 15:54:45,2023-10-18 15:54:45,546.3,546.06,-0.04393190554640474
332,TCIEXP,TCI Express Limited,Record Date,2023-10-17 15:27:03,2023-10-18 15:27:03,1385.0,1365.16,-1.432490974729236
334,COLPAL,Colgate Palmolive (India) Limited,Record Date,2023-10-16 18:27:01,2023-10-17 18:27:01,2071.15,2048.61,-1.088284286507494
335,ISEC,ICICI Securities Limited,Record Date,2023-10-16 16:51:41,2023-10-17 16:51:41,659.0,632.25,-4.05918057663126
336,KSOLVES,Ksolves India Limited,Record Date,2023-10-15 17:41:33,2023-10-16 17:41:33,1148.3,1133.43,-1.2949577636506044
338,LTTS,L&T Technology Services Limited,Record Date,2023-10-13 18:52:53,2023-10-14 18:52:53,4725.85,4671.04,-1.1597913602844017
339,BALKRISIND,Balkrishna Industries Limited,Record Date,2023-10-13 17:27:59,2023-10-14 17:27:59,2575.5,2586.42,0.42399534071054445
340,TCI,Transport Corporation of India Limited,Record Date,2023-10-13 17:02:46,2023-10-14 17:02:46,801.95,795.23,-0.8379574786458042
341,STYRENIX,Styrenix Performance Materials Limited,Record Date,2023-10-13 17:01:52,2023-10-14 17:01:52,1200.0,1221.06,1.7549999999999955
